gene_id	gene_symbol	description	scientific_name	common_name	tax_id	genomic_range	orientation	location	gene_type	transcript_accession	transcript_name	transcript_length	transcript_cds_coords	protein_accession	isoform_name	protein_length	protein_name
110193088	ITGAE	integrin subunit alpha E	Phascolarctos cinereus	koala	38626	NW_018344106.1:1017937-1070079	+	chr Un	PROTEIN_CODING	XM_020964676.1	transcript variant X7	5005	XM_020964676.1:1024-4587	XP_020820335.1	isoform X7	1187	integrin alpha-E
110193088	ITGAE	integrin subunit alpha E	Phascolarctos cinereus	koala	38626	NW_018344106.1:1017937-1070079	+	chr Un	PROTEIN_CODING	XM_020964679.1	transcript variant X9	3752	XM_020964679.1:104-3334	XP_020820338.1	isoform X9	1076	integrin alpha-E
110304940	Itgae	integrin subunit alpha E	Mus caroli	Ryukyu mouse	10089	NC_034580.1:67802002-67860117	+	chr 11	PROTEIN_CODING	XM_021176640.2		3903	XM_021176640.2:30-3533	XP_021032299.1		1167	integrin alpha-E
110332021	Itgae	integrin subunit alpha E	Mus pahari	shrew mouse	10093	NC_034603.1:40875338-40932422	+	chr 14	PROTEIN_CODING	XM_021212949.1	transcript variant X1	3840	XM_021212949.1:30-3527	XP_021068608.1	isoform X1	1165	integrin alpha-E
110332021	Itgae	integrin subunit alpha E	Mus pahari	shrew mouse	10093	NC_034603.1:40875338-40932422	+	chr 14	PROTEIN_CODING	XM_021212950.2	transcript variant X2	3837	XM_021212950.2:30-3524	XP_021068609.1	isoform X2	1164	integrin alpha-E
110559259	Itgae	integrin subunit alpha E	Meriones unguiculatus	Mongolian gerbil	10047	NC_083355.1:46364648-46420432	-	chr 7	PROTEIN_CODING	XM_060387333.1		3774	XM_060387333.1:77-3589	XP_060243316.1		1170	integrin alpha-E
110593198	ITGAE	integrin subunit alpha E	Neomonachus schauinslandi	Hawaiian monk seal	29088	NC_058417.1:13267203-13305763	-	chr 15	PROTEIN_CODING	XM_044921809.1		2909	XM_044921809.1:1-2703	XP_044777744.1		900	LOW QUALITY PROTEIN: integrin alpha-E
111158754	LOC111158754	integrin subunit alpha E	Enhydra lutris kenyoni	northern sea otter	391180	NW_019154147.1:9921294-9995843	-	chr Un	PROTEIN_CODING	XM_022521008.1	transcript variant X3	3474	XM_022521008.1:5-3433	XP_022376716.1	isoform X3	1142	integrin alpha-E
111158754	LOC111158754	integrin subunit alpha E	Enhydra lutris kenyoni	northern sea otter	391180	NW_019154147.1:9921294-9995843	-	chr Un	PROTEIN_CODING	XM_022521009.1	transcript variant X4	3350	XM_022521009.1:5-3319	XP_022376717.1	isoform X4	1104	integrin alpha-E
111158754	LOC111158754	integrin subunit alpha E	Enhydra lutris kenyoni	northern sea otter	391180	NW_019154147.1:9921294-9995843	-	chr Un	PROTEIN_CODING	XM_022521007.1	transcript variant X2	3473	XM_022521007.1:5-3454	XP_022376715.1	isoform X2	1149	integrin alpha-E
111158754	LOC111158754	integrin subunit alpha E	Enhydra lutris kenyoni	northern sea otter	391180	NW_019154147.1:9921294-9995843	-	chr Un	PROTEIN_CODING	XM_022521006.1	transcript variant X1	3701	XM_022521006.1:5-3511	XP_022376714.1	isoform X1	1168	integrin alpha-E
111185894	ITGAE	integrin subunit alpha E	Delphinapterus leucas	beluga whale	9749	NW_022098035.1:7961670-8043697	-	chr Un	PROTEIN_CODING	XR_004024347.1	transcript variant X4	4049					
111185894	ITGAE	integrin subunit alpha E	Delphinapterus leucas	beluga whale	9749	NW_022098035.1:7961670-8043697	-	chr Un	PROTEIN_CODING	XR_004024348.1	transcript variant X5	4396					
111185894	ITGAE	integrin subunit alpha E	Delphinapterus leucas	beluga whale	9749	NW_022098035.1:7961670-8043697	-	chr Un	PROTEIN_CODING	XM_030763286.1	transcript variant X3	4048	XM_030763286.1:284-3937	XP_030619146.1	isoform X3	1217	integrin alpha-E
111185894	ITGAE	integrin subunit alpha E	Delphinapterus leucas	beluga whale	9749	NW_022098035.1:7961670-8043697	-	chr Un	PROTEIN_CODING	XM_030763285.1	transcript variant X2	4217	XM_030763285.1:287-4054	XP_030619145.1	isoform X2	1255	integrin alpha-E
111185894	ITGAE	integrin subunit alpha E	Delphinapterus leucas	beluga whale	9749	NW_022098035.1:7961670-8043697	-	chr Un	PROTEIN_CODING	XM_030763284.1	transcript variant X1	4327	XM_030763284.1:286-4164	XP_030619144.1	isoform X1	1292	integrin alpha-E
111185894	ITGAE	integrin subunit alpha E	Delphinapterus leucas	beluga whale	9749	NW_022098035.1:7961670-8043697	-	chr Un	PROTEIN_CODING	XM_022595932.2	transcript variant X6	4036	XM_022595932.2:282-3803	XP_022451640.1	isoform X4	1173	integrin alpha-E
111521273	ITGAE	integrin subunit alpha E	Piliocolobus tephrosceles	Ugandan red Colobus	591936	NC_045449.1:3498879-3583444	-	chr 16	PROTEIN_CODING	XM_026449099.2	transcript variant X1	3864	XM_026449099.2:95-3649	XP_026304884.1	isoform X1	1184	integrin alpha-E
111521273	ITGAE	integrin subunit alpha E	Piliocolobus tephrosceles	Ugandan red Colobus	591936	NC_045449.1:3498879-3583444	-	chr 16	PROTEIN_CODING	XM_026449100.2	transcript variant X2	3691	XM_026449100.2:36-3479	XP_026304885.1	isoform X2	1147	integrin alpha-E
111720199	ITGAE	integrin subunit alpha E	Sarcophilus harrisii	Tasmanian devil	9305	NC_045428.1:824985-859886	+	chr 3	PROTEIN_CODING	XM_031957310.1		4419	XM_031957310.1:1-4131	XP_031813170.1		1376	LOW QUALITY PROTEIN: integrin alpha-E
112119709	ITGAE	integrin subunit alpha E	Terrapene carolina triunguis	Three-toed box turtle	2587831	NW_020664582.1:17099965-17158753	-	chr Un	PROTEIN_CODING	XM_029912532.1		5549	XM_029912532.1:1-4149	XP_029768392.1		1382	integrin alpha-E
112308719	ITGAE	integrin subunit alpha E	Desmodus rotundus	common vampire bat	9430	NC_071395.1:74895509-74955761	+	chr 9	PROTEIN_CODING	XM_045199156.2	transcript variant X1	3778	XM_045199156.2:63-3632	XP_045055091.2	isoform X1	1189	integrin alpha-E
112308719	ITGAE	integrin subunit alpha E	Desmodus rotundus	common vampire bat	9430	NC_071395.1:74895509-74955761	+	chr 9	PROTEIN_CODING	XM_045199158.2	transcript variant X2	3682	XM_045199158.2:63-3536	XP_045055093.2	isoform X2	1157	integrin alpha-E
112308719	ITGAE	integrin subunit alpha E	Desmodus rotundus	common vampire bat	9430	NC_071395.1:74895509-74955761	+	chr 9	PROTEIN_CODING	XM_045199159.2	transcript variant X3	3586	XM_045199159.2:63-3440	XP_045055094.2	isoform X3	1125	integrin alpha-E
112308719	ITGAE	integrin subunit alpha E	Desmodus rotundus	common vampire bat	9430	NC_071395.1:74895509-74955761	+	chr 9	PROTEIN_CODING	XM_053911761.1	transcript variant X4	3241	XM_053911761.1:63-3149	XP_053767736.1	isoform X4	1028	integrin alpha-E
112392569	ITGAE	integrin subunit alpha E	Neophocaena asiaeorientalis asiaeorientalis	Yangtze finless porpoise	1706337	NW_020172446.1:7735060-7794438	-	chr Un	PROTEIN_CODING	XM_024734341.1		4480	XM_024734341.1:111-3629	XP_024590109.1		1172	integrin alpha-E
112609848	ITGAE	integrin subunit alpha E	Theropithecus gelada	gelada	9565	NC_037684.1:60030748-60115165	-	chr 16	PROTEIN_CODING	XR_003116246.1	transcript variant X2	716					
112609848	ITGAE	integrin subunit alpha E	Theropithecus gelada	gelada	9565	NC_037684.1:60030748-60115165	-	chr 16	PROTEIN_CODING	XM_025363008.1	transcript variant X1	3851	XM_025363008.1:43-3636	XP_025218793.1		1197	integrin alpha-E
112677520	ITGAE	integrin subunit alpha E	Canis lupus dingo	dingo	286419	NC_064251.1:48745558-48808941	-	chr 9	PROTEIN_CODING	XM_025476050.3		4291	XM_025476050.3:561-4067	XP_025331835.2		1168	LOW QUALITY PROTEIN: integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851510.1	transcript variant X1	4438	XM_025851510.1:42-3563	XP_025707295.1	isoform X1	1173	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851513.1	transcript variant X4	4327	XM_025851513.1:42-3452	XP_025707298.1	isoform X4	1136	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851512.1	transcript variant X3	4330	XM_025851512.1:42-3455	XP_025707297.1	isoform X3	1137	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851518.1	transcript variant X8	4234	XM_025851518.1:42-3359	XP_025707303.1	isoform X8	1105	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851516.1	transcript variant X6	4297	XM_025851516.1:42-3422	XP_025707301.1	isoform X6	1126	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851514.1	transcript variant X5	4309	XM_025851514.1:42-3434	XP_025707299.1	isoform X5	1130	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851517.1	transcript variant X7	4252	XM_025851517.1:42-3377	XP_025707302.1	isoform X7	1111	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851511.1	transcript variant X2	11137	XM_025851511.1:6744-10262	XP_025707296.1	isoform X2	1172	integrin alpha-E
112808403	ITGAE	integrin subunit alpha E	Callorhinus ursinus	northern fur seal	34884	NW_020313039.1:154711-230885	+	chr Un	PROTEIN_CODING	XM_025851519.1	transcript variant X9	3813	XM_025851519.1:77-2938	XP_025707304.1	isoform X9	953	integrin alpha-E
112854534	ITGAE	integrin subunit alpha E	Puma concolor	puma	9696	NW_020337979.1:289246-353548	+	chr Un	PROTEIN_CODING	XM_025918042.1		3742	XM_025918042.1:1-3489	XP_025773827.1		1162	integrin alpha-E
112911403	ITGAE	integrin subunit alpha E	Vulpes vulpes	red fox	9627	NW_020356695.1:232282-294805	-	chr Un	PROTEIN_CODING	XM_025987924.1		3890	XM_025987924.1:155-3661	XP_025843709.1		1168	integrin alpha-E
112960741	ITGAE	integrin subunit alpha E	Apteryx rowi	Okarito brown kiwi	308060	NW_020451304.1:247205-276943	-	chr Un	PROTEIN_CODING	XM_026055304.1		4790	XM_026055304.1:16-4098	XP_025911089.1		1360	integrin alpha-E
112983974	ITGAE	integrin subunit alpha E	Dromaius novaehollandiae	emu	8790	NC_088116.1:4974976-5007955	-	chr 19	PROTEIN_CODING	XM_026101440.2		4351	XM_026101440.2:115-4266	XP_025957225.2		1383	integrin alpha-E
113186467	Itgae	integrin subunit alpha E	Urocitellus parryii	Arctic ground squirrel	9999	NW_020540017.1:4344222-4401812	+	chr Un	PROTEIN_CODING	XM_026393934.1		3780	XM_026393934.1:31-3525	XP_026249719.1		1164	integrin alpha-E
113269163	ITGAE	integrin subunit alpha E	Ursus arctos	brown bear	9644	NW_026622919.1:45360106-45429265	-	chr Un	PROTEIN_CODING	XM_048223097.2		7214	XM_048223097.2:2338-5829	XP_048079054.1		1163	LOW QUALITY PROTEIN: integrin alpha-E
113487380	ITGAE	integrin subunit alpha E	Athene cunicularia	burrowing owl	194338	NW_020799124.1:4345354-4347770	-	chr 19	PROTEIN_CODING	XM_026861904.1		883	XM_026861904.1:97-663	XP_026717705.1		188	integrin alpha-E
113632923	ITGAE	integrin subunit alpha E	Lagenorhynchus obliquidens	Pacific white-sided dolphin	90247	NW_020837982.1:7803951-7872685	-	chr Un	PROTEIN_CODING	XM_027130695.1		3812	XM_027130695.1:59-3580	XP_026986496.1		1173	integrin alpha-E
113876973	ITGAE	integrin subunit alpha E	Bos indicus x Bos taurus	hybrid cattle	30522	NC_040094.1:25435033-25498392	-	chr 19	PROTEIN_CODING	XR_003506646.1	transcript variant X2	3713					
113876973	ITGAE	integrin subunit alpha E	Bos indicus x Bos taurus	hybrid cattle	30522	NC_040094.1:25435033-25498392	-	chr 19	PROTEIN_CODING	XM_027516576.1	transcript variant X1	6863	XM_027516576.1:51-3566	XP_027372377.1		1171	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568593.2	transcript variant X1	4328	XM_027568593.2:576-4142	XP_027424394.1	isoform X1	1188	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568598.2	transcript variant X5	4169	XM_027568598.2:576-3983	XP_027424399.1	isoform X5	1135	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568595.2	transcript variant X3	4220	XM_027568595.2:576-4034	XP_027424396.1	isoform X3	1152	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568600.2	transcript variant X7	4061	XM_027568600.2:576-3875	XP_027424401.1	isoform X7	1099	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568599.2	transcript variant X6	4076	XM_027568599.2:576-3890	XP_027424400.1	isoform X6	1104	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568601.2	transcript variant X8	3965	XM_027568601.2:576-3779	XP_027424402.1	isoform X8	1067	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568594.2	transcript variant X2	4276	XM_027568594.2:572-4090	XP_027424395.1	isoform X2	1172	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568596.2	transcript variant X4	4165	XM_027568596.2:569-3979	XP_027424397.1	isoform X4	1136	integrin alpha-E
113908310	ITGAE	integrin subunit alpha E	Zalophus californianus	California sea lion	9704	NC_045610.1:13566004-13630517	+	chr 16	PROTEIN_CODING	XM_027568602.2	transcript variant X9	3315	XM_027568602.2:229-3129	XP_027424403.1	isoform X9	966	integrin alpha-E
114033338	ITGAE	integrin subunit alpha E	Vombatus ursinus	common wombat	29139	NW_020946652.1:8727444-8780073	-	chr Un	PROTEIN_CODING	XM_027848821.1		3822	XM_027848821.1:104-3649	XP_027704622.1		1181	integrin alpha-E
114081007	Itgae	integrin subunit alpha E	Marmota flaviventris	yellow-bellied marmot	93162	NW_023144835.1:2525053-2591547	+	chr Un	PROTEIN_CODING	XM_027922573.2		3798	XM_027922573.2:1-3516	XP_027778374.1		1171	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095470.1	transcript variant X5	3642	XM_028095470.1:42-3434	XP_027951271.1	isoform X5	1130	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095471.1	transcript variant X6	3630	XM_028095471.1:42-3422	XP_027951272.1	isoform X6	1126	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095472.1	transcript variant X7	3567	XM_028095472.1:42-3359	XP_027951273.1	isoform X7	1105	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095468.1	transcript variant X3	3663	XM_028095468.1:42-3455	XP_027951269.1	isoform X3	1137	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095469.1	transcript variant X4	3660	XM_028095469.1:42-3452	XP_027951270.1	isoform X4	1136	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095466.1	transcript variant X1	3771	XM_028095466.1:42-3563	XP_027951267.1	isoform X1	1173	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095467.1	transcript variant X2	10796	XM_028095467.1:7070-10588	XP_027951268.1	isoform X2	1172	integrin alpha-E
114202309	ITGAE	integrin subunit alpha E	Eumetopias jubatus	Steller sea lion	34886	NW_020998888.1:334925-408458	-	chr Un	PROTEIN_CODING	XM_028095473.1	transcript variant X8	3157	XM_028095473.1:88-2949	XP_027951274.1	isoform X8	953	integrin alpha-E
114515358	ITGAE	integrin subunit alpha E	Phyllostomus discolor	pale spear-nosed bat	89673	NC_040910.2:74755222-74814716	+	chr 8	PROTEIN_CODING	XM_036033265.1		3923	XM_036033265.1:181-3747	XP_035889158.1		1188	integrin alpha-E
114585821	ITGAE	integrin subunit alpha E	Podarcis muralis	Common wall lizard	64176	NC_041326.1:2985487-3062758	+	chr 15	PROTEIN_CODING	XM_028708707.1		5146	XM_028708707.1:119-5008	XP_028564540.1		1629	LOW QUALITY PROTEIN: integrin alpha-E
114638673	Itgae	integrin subunit alpha E	Grammomys surdaster		491861	NW_021620462.1:301523-355969	-	chr Un	PROTEIN_CODING	XM_028787229.1		3854	XM_028787229.1:68-3571	XP_028643062.1		1167	integrin alpha-E
114706328	Itgae	integrin subunit alpha E	Peromyscus leucopus	white-footed mouse	10041	NC_051086.1:56697069-56763625	+	chr 8b	PROTEIN_CODING	XM_028888705.2		10478	XM_028888705.2:6801-10313	XP_028744538.1		1170	integrin alpha-E
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XR_003792096.1	transcript variant X3	4203					
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XR_003792097.1	transcript variant X4	4294					
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XR_003792099.1	transcript variant X7	4183					
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XR_003792098.1	transcript variant X5	4203					
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XR_003792095.1	transcript variant X2	4387					
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XM_029213341.1	transcript variant X1	4491	XM_029213341.1:300-4178	XP_029069174.1	isoform X1	1292	integrin alpha-E
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XM_029213342.1	transcript variant X6	4864	XM_029213342.1:300-3821	XP_029069175.1	isoform X2	1173	integrin alpha-E
114889770	ITGAE	integrin subunit alpha E	Monodon monoceros	narwhal	40151	NW_021703786.1:49240084-49322568	+	chr Un	PROTEIN_CODING	XM_029213343.1	transcript variant X8	3773	XM_029213343.1:300-3563	XP_029069176.1	isoform X3	1087	integrin alpha-E
115096546	ITGAE	integrin subunit alpha E	Rhinatrema bivittatum	two-lined caecilian	194408	NC_042622.1:169976777-170128644	+	chr 8	PROTEIN_CODING	XM_029611310.1	transcript variant X4	6207	XM_029611310.1:251-5185	XP_029467170.1	isoform X4	1644	integrin alpha-E
115096546	ITGAE	integrin subunit alpha E	Rhinatrema bivittatum	two-lined caecilian	194408	NC_042622.1:169976777-170128644	+	chr 8	PROTEIN_CODING	XM_029611307.1	transcript variant X1	6392	XM_029611307.1:268-5370	XP_029467167.1	isoform X1	1700	integrin alpha-E
115096546	ITGAE	integrin subunit alpha E	Rhinatrema bivittatum	two-lined caecilian	194408	NC_042622.1:169976777-170128644	+	chr 8	PROTEIN_CODING	XM_029611309.1	transcript variant X3	6389	XM_029611309.1:268-5367	XP_029467169.1	isoform X3	1699	integrin alpha-E
115096546	ITGAE	integrin subunit alpha E	Rhinatrema bivittatum	two-lined caecilian	194408	NC_042622.1:169976777-170128644	+	chr 8	PROTEIN_CODING	XM_029611308.1	transcript variant X2	6389	XM_029611308.1:268-5367	XP_029467168.1	isoform X2	1699	integrin alpha-E
115282988	ITGAE	integrin subunit alpha E	Suricata suricatta	meerkat	37032	NC_043716.1:12094525-12157503	+	chr 17	PROTEIN_CODING	XM_029929247.1	transcript variant X4	3925	XM_029929247.1:368-3691	XP_029785107.1	isoform X4	1107	integrin alpha-E
115282988	ITGAE	integrin subunit alpha E	Suricata suricatta	meerkat	37032	NC_043716.1:12094525-12157503	+	chr 17	PROTEIN_CODING	XM_029929244.1	transcript variant X1	4077	XM_029929244.1:328-3843	XP_029785104.1	isoform X1	1171	integrin alpha-E
115282988	ITGAE	integrin subunit alpha E	Suricata suricatta	meerkat	37032	NC_043716.1:12094525-12157503	+	chr 17	PROTEIN_CODING	XM_029929245.1	transcript variant X2	4073	XM_029929245.1:327-3839	XP_029785105.1	isoform X2	1170	integrin alpha-E
115282988	ITGAE	integrin subunit alpha E	Suricata suricatta	meerkat	37032	NC_043716.1:12094525-12157503	+	chr 17	PROTEIN_CODING	XM_029929246.1	transcript variant X3	3741	XM_029929246.1:16-3507	XP_029785106.1	isoform X3	1163	integrin alpha-E
115346862	ITGAE	integrin subunit alpha E	Aquila chrysaetos chrysaetos		223781	NC_044013.1:39075191-39105947	+	chr 10	PROTEIN_CODING	XM_041126579.1	transcript variant X1	3989	XM_041126579.1:102-3917	XP_040982513.1	isoform X1	1271	integrin alpha-E
115346862	ITGAE	integrin subunit alpha E	Aquila chrysaetos chrysaetos		223781	NC_044013.1:39075191-39105947	+	chr 10	PROTEIN_CODING	XM_041126580.1	transcript variant X2	3831	XM_041126580.1:102-3731	XP_040982514.1	isoform X2	1209	integrin alpha-E
115482551	ITGAE	integrin subunit alpha E	Microcaecilia unicolor		1415580	NC_044043.1:54292962-54430734	-	chr 13	PROTEIN_CODING	XM_030222426.1	transcript variant X2	5358	XM_030222426.1:69-3638	XP_030078286.1	isoform X2	1189	integrin alpha-E
115482551	ITGAE	integrin subunit alpha E	Microcaecilia unicolor		1415580	NC_044043.1:54292962-54430734	-	chr 13	PROTEIN_CODING	XM_030222424.1	transcript variant X1	5361	XM_030222424.1:69-3641	XP_030078284.1	isoform X1	1190	integrin alpha-E
115500446	ITGAE	integrin subunit alpha E	Lynx canadensis	Canada lynx	61383	NC_044316.2:12874465-12947985	+	chr E1	PROTEIN_CODING	XM_030294854.1		3791	XM_030294854.1:2-3547	XP_030150714.1		1181	LOW QUALITY PROTEIN: integrin alpha-E
115601982	ITGAE	integrin subunit alpha E	Strigops habroptila	Kakapo	2489341	NW_022651054.1:8254586-8288185	-	chr 13	PROTEIN_CODING	XM_030472607.1	transcript variant X1	5891	XM_030472607.1:23-4414	XP_030328467.1	isoform X1	1463	integrin alpha-E
115601982	ITGAE	integrin subunit alpha E	Strigops habroptila	Kakapo	2489341	NW_022651054.1:8254586-8288185	-	chr 13	PROTEIN_CODING	XM_030472608.1	transcript variant X2	5803	XM_030472608.1:184-4326	XP_030328468.1	isoform X2	1380	integrin alpha-E
115601982	ITGAE	integrin subunit alpha E	Strigops habroptila	Kakapo	2489341	NW_022651054.1:8254586-8288185	-	chr 13	PROTEIN_CODING	XM_030472609.1	transcript variant X3	3884	XM_030472609.1:23-3823	XP_030328469.1	isoform X3	1266	integrin alpha-E
115601982	ITGAE	integrin subunit alpha E	Strigops habroptila	Kakapo	2489341	NW_022651054.1:8254586-8288185	-	chr 13	PROTEIN_CODING	XM_030472611.1	transcript variant X5	4266	XM_030472611.1:23-3676	XP_030328471.1	isoform X5	1217	integrin alpha-E
115601982	ITGAE	integrin subunit alpha E	Strigops habroptila	Kakapo	2489341	NW_022651054.1:8254586-8288185	-	chr 13	PROTEIN_CODING	XM_030472610.1	transcript variant X4	4343	XM_030472610.1:23-3736	XP_030328470.1	isoform X4	1237	integrin alpha-E
115601982	ITGAE	integrin subunit alpha E	Strigops habroptila	Kakapo	2489341	NW_022651054.1:8254586-8288185	-	chr 13	PROTEIN_CODING	XM_030472612.1	transcript variant X6	3727	XM_030472612.1:23-3658	XP_030328472.1	isoform X6	1211	integrin alpha-E
115636408	ITGAE	integrin subunit alpha E	Gopherus evgoodei	Goodes thornscrub tortoise	1825980	NC_044338.1:3689522-3745534	+	chr 17	PROTEIN_CODING	XM_030536452.1		5040	XM_030536452.1:153-4301	XP_030392312.1		1382	integrin alpha-E
115855944	ITGAE	integrin subunit alpha E	Globicephala melas	long-finned pilot whale	9731	NC_083333.1:8857243-8902778	-	chr 20	PROTEIN_CODING	XM_060290773.1		3775	XM_060290773.1:1-3537	XP_060146756.1		1178	integrin alpha-E
116077294	Itgae	integrin subunit alpha E	Mastomys coucha	southern multimammate mouse	35658	NW_022196911.1:68511407-68569342	+	chr Un	PROTEIN_CODING	XM_031351744.1	transcript variant X1	3872	XM_031351744.1:185-3769	XP_031207604.1	isoform X1	1194	integrin alpha-E
116077294	Itgae	integrin subunit alpha E	Mastomys coucha	southern multimammate mouse	35658	NW_022196911.1:68511407-68569342	+	chr Un	PROTEIN_CODING	XM_031351746.1	transcript variant X3	3773	XM_031351746.1:185-3670	XP_031207606.1	isoform X3	1161	integrin alpha-E
116077294	Itgae	integrin subunit alpha E	Mastomys coucha	southern multimammate mouse	35658	NW_022196911.1:68511407-68569342	+	chr Un	PROTEIN_CODING	XM_031351747.1	transcript variant X4	3589	XM_031351747.1:184-3486	XP_031207607.1	isoform X4	1100	integrin alpha-E
116077294	Itgae	integrin subunit alpha E	Mastomys coucha	southern multimammate mouse	35658	NW_022196911.1:68511407-68569342	+	chr Un	PROTEIN_CODING	XM_031351745.1	transcript variant X2	3775	XM_031351745.1:184-3672	XP_031207605.1	isoform X2	1162	integrin alpha-E
116458864	ITGAE	integrin subunit alpha E	Hylobates moloch	silvery gibbon	81572	NW_026652294.1:34770561-34844170	-	chr Un	PROTEIN_CODING	XM_032138917.2		3894	XM_032138917.2:45-3581	XP_031994808.2		1178	integrin alpha-E
116497350	ITGAE	integrin subunit alpha E	Aythya fuligula	tufted duck	219594	NC_045578.1:7812592-7844745	+	chr 20	PROTEIN_CODING	XM_032201050.1		6965	XM_032201050.1:1310-5482	XP_032056941.1		1390	integrin alpha-E
