Gene_description	GC_content	GC_Stretch
ENSGALG00010023104||1398	52.07	3.71641791044776
ENSGALG00010018054|SMAD6|1239	64.49	5.31632653061224
ENSGALG00010014992|ARL15|651	45.31	3.52083333333333
ENSGALG00010028692|RALGPS1|1701	42.80	3.46774193548387
ENSGALG00010015253||1032	52.33	3.64150943396226
ENSGALG00010028132|CACNA2D2|3381	58.27	4.19369369369369
ENSGALG00010025131|SUMO1|306	44.77	4.11111111111111
ENSGALG00010021017|COQ7|708	54.80	5.26315789473684
ENSGALG00010025470|ORAOV1|735	51.29	4.31818181818182
ENSGALG00010021174|CRYBB3|612	64.38	4.61224489795918
ENSGALG00010021067|SLC4A10|2997	42.68	3.38095238095238
ENSGALG00010022397|ATF1|993	51.26	3.73684210526316
ENSGALG00010001532||423	46.57	3.61111111111111
ENSGALG00010026916||330	81.21	7.35483870967742
ENSGALG00010018685|ARL3|543	50.09	3.58620689655172
ENSGALG00010021244|PPP3CB|1533	40.51	3.47368421052632
ENSGALG00010018593|LGALS3|723	55.74	4.375
ENSGALG00010012711|ELL2|1815	47.71	3.7093023255814
ENSGALG00010016122|AFG2B|2262	53.71	4.44274809160305
ENSGALG00010005967|GJD2|915	46.78	3.28947368421053
ENSGALG00010025505|SCN9A|5523	40.21	3.32727272727273
ENSGALG00010027975|IQSEC1|3459	46.89	3.47972972972973
ENSGALG00010028823|GFI1B|1014	53.25	3.59016393442623
ENSGALG00010014091|CHIC2|537	48.23	5.26315789473684
ENSGALG00010010404|COP1|2112	51.99	5.04301075268817
ENSGALG00010024664|DNAH10|13803	43.06	3.59051724137931
ENSGALG00010028088|NAXE|876	68.38	5.4125
ENSGALG00010008285|ADSS2|1404	47.51	4.80357142857143
ENSGALG00010022709|RNF5|690	50.14	3.72413793103448
ENSGALG00010023273|HDAC7|2991	61.45	3.99579831932773
ENSGALG00010017471|CRLS1|921	56.46	5.9
ENSGALG00010019174||804	60.20	4.38181818181818
ENSGALG00010012387|ERBIN|4203	42.18	3.3515625
ENSGALG00010010300|DENND1B|2361	42.86	3.44594594594595
ENSGALG00010012278||318	54.40	3.79166666666667
ENSGALG00010018193|ANK1|5790	57.86	3.8733850129199
ENSGALG00010015166|YTHDF2|1848	58.44	4.34042553191489
ENSGALG00010016681|SUSD4|1005	50.85	3.83018867924528
ENSGALG00010023144|C11orf58|519	53.18	4.48148148148148
ENSGALG00010024512|CCNDBP1|948	49.58	3.66666666666667
ENSGALG00010013286|RNF14|531	53.30	3.96969696969697
ENSGALG00010020673|MMS19|2994	59.32	3.92488262910798
ENSGALG00010024629||1680	66.73	5.375
ENSGALG00010027838||1086	54.70	3.88709677419355
ENSGALG00010027642|DIPK1B|1188	55.47	3.98507462686567
ENSGALG00010027313|BSN|11328	65.95	4.55512195121951
ENSGALG00010005226|MYCT1|579	53.37	3.57894736842105
ENSGALG00010012373|WNT7B|1062	49.91	3.61111111111111
ENSGALG00010027356||882	69.84	5.12087912087912
ENSGALG00010000247||1767	55.40	4.06060606060606
ENSGALG00010013942|CACNA2D4|3411	51.77	3.76243093922652
ENSGALG00010003243|VPS50|2850	41.72	3.30864197530864
ENSGALG00010025905|CPT1A|2313	43.67	3.44565217391304
ENSGALG00010015174|ST6GAL2|1680	44.70	3.44117647058824
ENSGALG00010029442||768	66.02	4.71232876712329
ENSGALG00010003666|SLC25A13|2025	46.02	3.66666666666667
ENSGALG00010020827||3594	44.91	3.64566929133858
ENSGALG00010023831|SATB2|2196	51.59	3.775
ENSGALG00010027252|MAGI3|4401	50.94	3.88340807174888
ENSGALG00010028097|TTC24|1545	71.52	5.38961038961039
ENSGALG00010002838||363	61.16	5.28
ENSGALG00010004333|DIO2|849	51.59	3.74418604651163
ENSGALG00010029429|UBE2G1|543	40.70	3.36842105263158
ENSGALG00010022248|FIGNL2|2280	64.43	4.42583732057416
ENSGALG00010028135|TEKTIP1|567	71.08	4.89655172413793
ENSGALG00010007821|FAM89A|411	59.61	5.22222222222222
ENSGALG00010027396|GRM2|2652	59.20	4.1
ENSGALG00010012948|ST13P5|1104	48.46	3.56363636363636
ENSGALG00010007975|ANKRD11|7857	53.37	4.09480812641084
ENSGALG00010001487|CDH19|2346	41.56	3.31147540983607
ENSGALG00010010740|CCDC134|798	57.52	4.26415094339623
ENSGALG00010022516|TRUB1|465	44.73	3.52631578947368
ENSGALG00010003268|SMS|1098	42.17	3.64102564102564
ENSGALG00010024334|USP28|3426	52.13	3.73809523809524
ENSGALG00010027198|ECM2|2157	42.10	3.45901639344262
ENSGALG00010013325|CA2|720	55.69	4.20454545454545
ENSGALG00010002293|GYG2|1410	46.03	3.6
ENSGALG00010014080|MYO1B|3336	43.97	3.4
ENSGALG00010028872|SLC2A6|1530	60.20	4.08264462809917
ENSGALG00010024644|EIF6|666	51.35	3.61764705882353
ENSGALG00010017974|MXRA8|1404	49.79	3.81159420289855
ENSGALG00010009569|ZC3H18|2961	56.67	3.99038461538462
ENSGALG00010007070|UBL3|420	38.81	3.76923076923077
ENSGALG00010006065|WDR54|999	64.26	4.6
ENSGALG00010001066|SLC33A1|1575	54.92	4.77777777777778
ENSGALG00010029418|ABCA5|4944	52.57	3.73021582733813
ENSGALG00010020986|CFAP20DC|2307	42.87	3.375
ENSGALG00010010740|CCDC134|690	56.96	4.29545454545455
ENSGALG00010016745|BEGAIN|2034	46.66	3.49425287356322
ENSGALG00010010400|CIMIP2C|546	58.24	3.97435897435897
ENSGALG00010001854|CHRDL2|1401	55.32	3.78409090909091
ENSGALG00010020152|ATXN7|2484	50.12	4.03007518796993
ENSGALG00010012405|MSRB3|573	48.69	4.08
ENSGALG00010017638|GFRA2|1398	60.09	4.39175257731959
ENSGALG00010021827|CCZ1|1374	40.61	3.88571428571429
ENSGALG00010010678|KCNIP1|753	43.03	3.8
ENSGALG00010016985|LTC4SL|438	55.48	3.80645161290323
ENSGALG00010014488||4713	46.09	3.50793650793651
ENSGALG00010001589|EVX1|1227	67.81	5.29357798165138
ENSGALG00010016059|EPDR1|621	55.56	5.17142857142857
ENSGALG00010009830|RNASEL|2112	46.69	3.50537634408602
ENSGALG00010009338|KYNU|1350	44.22	3.52
ENSGALG00010008269||477	54.09	3.78125
ENSGALG00010002647|FAM168A|708	59.89	4.03125
ENSGALG00010028024|RBM3|573	53.75	3.82352941176471
ENSGALG00010024109||2904	54.82	3.60818713450292
ENSGALG00010008006|CPNE7|1719	61.02	4.40476190476191
ENSGALG00010019684|PIGQ|2472	53.92	3.65671641791045
ENSGALG00010012969|SLC12A2|3351	46.55	4.07913669064748
ENSGALG00010021588|RNF25|1362	58.15	3.8989898989899
ENSGALG00010025632||363	45.18	3.76923076923077
ENSGALG00010028196||861	56.10	4.35294117647059
ENSGALG00010000788|GATD3AL1|843	50.53	3.84444444444444
ENSGALG00010022199|RBM23|1569	47.80	3.64473684210526
ENSGALG00010023217|CREB3L1|1518	54.02	3.71084337349398
ENSGALG00010025248|C11orf74|648	42.44	3.47058823529412
ENSGALG00010029935|SYNRG|4110	48.47	3.6063829787234
ENSGALG00010027715|NINJ1|453	48.34	4.44444444444444
ENSGALG00010023699|PPIG|2658	44.96	4.39325842696629
ENSGALG00010002432|RAVER1|1887	69.42	5.33333333333333
ENSGALG00010028892|NIBAN2|2823	61.81	4.21904761904762
ENSGALG00010029761|MRPL38|1122	55.08	4.53623188405797
ENSGALG00010012871|CD274|927	43.26	3.80645161290323
ENSGALG00010005222|ABCB1|3870	42.09	3.53383458646617
ENSGALG00010016030|TGM4|2130	53.85	3.68992248062015
ENSGALG00010005619|CELF2|1428	48.04	3.859375
ENSGALG00010027121|ELF3|1158	59.33	4.24358974358974
ENSGALG00010000787|SNRNP48|978	51.53	4.18
ENSGALG00010002587|DOCK1|5655	44.26	3.57843137254902
ENSGALG00010008062|VPS9D1|1830	66.61	4.60119047619048
ENSGALG00010013160|CRYBG1|4314	40.61	3.46428571428571
ENSGALG00010029377|NCF1C|1167	55.53	4.109375
ENSGALG00010017514|TXLNA|1641	57.46	4.18556701030928
ENSGALG00010017387|HS6ST2|1212	62.62	4.75280898876404
ENSGALG00010005001|GUCA1C|573	38.22	4.08333333333333
ENSGALG00010003829||333	45.65	3.23076923076923
ENSGALG00010012330|RFX6|2667	46.04	3.94623655913978
ENSGALG00010003552|PI15|837	44.44	3.57142857142857
ENSGALG00010004347|OPN5L1|1491	43.46	3.26530612244898
ENSGALG00010024254||1041	65.99	5.02469135802469
ENSGALG00010019275|CTAGE1|399	37.84	3.375
ENSGALG00010004958|TPD52L1|573	46.07	3.5
ENSGALG00010005050||1137	45.21	3.46875
ENSGALG00010000605|MARCHF11|1158	58.38	6.02857142857143
ENSGALG00010011381|C1H12orf29|975	43.18	3.63414634146341
ENSGALG00010003978|ANK2|5769	47.74	3.70325203252033
ENSGALG00010022397|ATF1|855	50.53	3.61290322580645
ENSGALG00010028562|ACSBG2|2226	49.10	3.45098039215686
ENSGALG00010001179|GRHPR|969	62.85	4.4875
ENSGALG00010026114|CWC22|2700	40.93	3.33333333333333
ENSGALG00010005334|NME7|1143	42.87	3.70588235294118
ENSGALG00010022950|ITGA7|3573	66.64	4.69846153846154
ENSGALG00010002241||960	54.37	3.70967741935484
ENSGALG00010024684||7014	43.73	3.43775100401606
ENSGALG00010007884|GLI3|4434	49.55	3.58604651162791
ENSGALG00010000436||1566	67.50	5.05844155844156
ENSGALG00010018517|ECT2|2745	41.42	3.35820895522388
ENSGALG00010009385|GPI|1671	46.62	3.5
ENSGALG00010001947|TINAG|1455	43.16	3.63829787234043
ENSGALG00010021235|XRCC5|2307	43.04	3.93243243243243
ENSGALG00010024606||2004	48.30	3.45121951219512
ENSGALG00010018862||309	49.19	3.83333333333333
ENSGALG00010001293||459	59.26	3.78787878787879
ENSGALG00010006031|ERCC5|3261	40.17	3.43243243243243
ENSGALG00010004137|CROT|1968	46.24	3.53260869565217
ENSGALG00010001307|CALU|1005	59.60	4.72857142857143
ENSGALG00010025962||2670	43.82	3.6043956043956
ENSGALG00010015151||888	48.09	3.28947368421053
ENSGALG00010015031|MYH9|630	46.83	3.5
ENSGALG00010017604|GATM|1167	47.64	4.05263157894737
ENSGALG00010012861|WDR70|1938	45.72	3.7012987012987
ENSGALG00010021617|SORBS1|3504	49.26	3.44186046511628
ENSGALG00010026001|ANKS1A|3324	58.09	3.95515695067265
ENSGALG00010005366|AUP1|1278	59.70	4.43529411764706
ENSGALG00010025835|PPP6R3|2640	42.73	3.42682926829268
ENSGALG00010022257|KCNK18|1011	43.03	3.65
ENSGALG00010010252|WDR7|4413	50.19	3.73127753303965
ENSGALG00010020708|FAM214A|3246	43.47	3.52252252252252
ENSGALG00010028049|MAN1B1|1938	47.06	3.67391304347826
ENSGALG00010025480|FGF19|675	60.44	5.10204081632653
ENSGALG00010017525||1263	38.88	3.06976744186047
ENSGALG00010017586|ZFYVE28|2673	44.48	3.48809523809524
ENSGALG00010004430|TCEA1|912	42.21	3.5
ENSGALG00010007950|ARC|1215	53.91	3.76
ENSGALG00010018290|RHOT2|1857	57.14	3.96
ENSGALG00010022660|METAP1D|975	48.51	4.05882352941176
ENSGALG00010021153|PTPRF|5331	57.34	3.98365122615804
ENSGALG00010024758|SPATA6|1479	45.37	3.5
ENSGALG00010027392|RBBP5|1503	50.70	3.76811594202899
ENSGALG00010022164|PDGFA|591	49.58	3.93548387096774
ENSGALG00010005305|SCAF8|4077	45.47	3.41772151898734
ENSGALG00010024144|HNRNPA3|963	44.65	3.55882352941176
ENSGALG00010023161|ODF2L|1602	37.39	3.18181818181818
ENSGALG00010024943|ABCB9|2385	57.02	4.14102564102564
ENSGALG00010006845|CALML3|669	60.54	4.02
ENSGALG00010014033|SLC38A4|1578	44.99	3.65
ENSGALG00010023593|CSK|1374	58.08	4.07142857142857
ENSGALG00010009088||561	45.45	3.23076923076923
ENSGALG00010016482|EML1|2586	44.97	3.51578947368421
ENSGALG00010010913|IFT56|1749	48.83	4.07792207792208
ENSGALG00010016702|WDR25|750	42.13	3.23076923076923
ENSGALG00010024109||3231	53.88	3.57608695652174
ENSGALG00010002004||933	53.27	3.65
ENSGALG00010025103|GSK3A|1218	49.01	3.91228070175439
ENSGALG00010024209|RWDD3|1287	51.83	5
ENSGALG00010020088|LMOD3|1665	53.93	4.03125
ENSGALG00010002466|UROS|735	45.44	3.46938775510204
ENSGALG00010006267||1035	52.75	3.76
ENSGALG00010028078|LAMTOR2|378	65.34	4.38888888888889
ENSGALG00010021684|BIN1|1662	50.84	3.85
ENSGALG00010008291|PTGFRN|2658	51.96	3.69655172413793
ENSGALG00010028592|SEMA6C|2514	72.75	5.41698841698842
ENSGALG00010012961|ANKRD55|1761	48.27	3.47222222222222
ENSGALG00010001114|MED12L|6384	50.83	3.8594249201278
ENSGALG00010017756|EIF2B5|2031	46.87	3.61194029850746
ENSGALG00010006521|ZNF410|1338	47.23	3.5
ENSGALG00010024950|NCAM1|3360	52.38	3.79234972677596
ENSGALG00010021619|FHOD1|4194	63.04	4.33333333333333
ENSGALG00010002110||1056	53.60	3.74626865671642
ENSGALG00010001363|HIBADH|1008	47.32	4.06521739130435
ENSGALG00010017552|LARS2|2745	43.97	3.33009708737864
ENSGALG00010012312|SH3TC2|4101	56.47	3.70422535211268
ENSGALG00010024815|GBX1|750	67.87	5.23076923076923
ENSGALG00010005570||348	57.76	3.74074074074074
ENSGALG00010013152|TBXAS1|1536	46.42	3.46376811594203
ENSGALG00010022724|LUZP2|981	43.83	3.4375
ENSGALG00010024117||405	56.05	3.55172413793103
ENSGALG00010016941|SLC8A1|2784	51.44	3.72847682119205
ENSGALG00010011394|SERPINC1|1422	51.83	3.86301369863014
ENSGALG00010010196|EFCAB10|384	69.27	6.88
ENSGALG00010008418|TMEM245|2610	52.03	4.88524590163934
ENSGALG00010028579|OCLN|1473	66.19	5.33898305084746
ENSGALG00010029778|DOC2B|1143	57.31	4.57894736842105
ENSGALG00010019785|ACSL5|1872	42.74	3.43548387096774
ENSGALG00010024522|DNTTIP2|2328	43.47	4.125
ENSGALG00010013023|SLC15A5|1812	44.81	3.29850746268657
ENSGALG00010005848|WASF3|1500	47.27	3.64615384615385
ENSGALG00010012786|TEF|864	50.00	3.81818181818182
ENSGALG00010024439|UFD1L|1158	52.68	4.72131147540984
ENSGALG00010016475|MCCC1|2079	46.42	3.81927710843373
ENSGALG00010006239|EYA4|1767	43.69	3.50746268656716
ENSGALG00010005493|KLF6|771	47.60	3.66666666666667
ENSGALG00010021801|VAMP1|381	55.12	5.11111111111111
ENSGALG00010021618|NEO1|4032	52.70	3.7410358565737
ENSGALG00010015031|MYH9|5862	48.53	3.57707509881423
ENSGALG00010015261|IQCG|1230	46.75	3.64705882352941
ENSGALG00010023119|NDRG4|1017	58.51	3.80769230769231
ENSGALG00010002024|KLHL31|1179	40.54	3.6
ENSGALG00010008295|DMAC2|702	69.37	5.52542372881356
ENSGALG00010015908|CHRD|2664	64.38	4.4
ENSGALG00010001510|AP1S2|474	40.30	3.4375
ENSGALG00010028777|CFAP77|630	56.98	4.14
ENSGALG00010004887|MYH15|5814	45.87	3.51801801801802
ENSGALG00010018451|PIK3R4|4230	47.64	3.80203045685279
ENSGALG00010029718|ABR|2583	55.98	3.86708860759494
ENSGALG00010026295|SMPD4|2547	47.23	3.51694915254237
ENSGALG00010028098|RFT1|1518	50.99	3.98823529411765
ENSGALG00010022005|NLRC5|5292	49.17	3.5972850678733
ENSGALG00010022837|ITGB3|2373	57.82	3.86144578313253
ENSGALG00010028892|NIBAN2|2529	61.88	4.21428571428571
ENSGALG00010022972||4479	49.10	3.56190476190476
ENSGALG00010029652|LRRC59|948	55.17	3.83018867924528
ENSGALG00010023263|SRP14|351	43.87	3.53846153846154
ENSGALG00010013154||1911	49.82	3.72972972972973
ENSGALG00010001559|HDAC10|2046	42.42	3.20967741935484
ENSGALG00010013833|TMPRSS2|1461	46.06	3.76271186440678
ENSGALG00010018413|SLC15A2|2124	45.29	3.41304347826087
ENSGALG00010010963|TSPAN14|732	43.72	3.36363636363636
ENSGALG00010018858|EPB41L5|2301	49.89	3.81196581196581
ENSGALG00010019732|HBA1|612	59.48	4.21428571428571
ENSGALG00010025590|HRAS|570	53.16	4
ENSGALG00010027230|MAP2K2|1140	54.39	4.10144927536232
ENSGALG00010027333|PROK1|306	66.34	4.53571428571429
ENSGALG00010019649|TMEM63B|2451	53.08	3.7536231884058
ENSGALG00010024631|EPB41L1|2703	55.05	3.81927710843373
ENSGALG00010029242|DERL2|471	46.71	4.29166666666667
ENSGALG00010003218|MAP3K7|1935	44.60	3.63076923076923
ENSGALG00010021262|MDGA1|2964	56.61	4.22994652406417
ENSGALG00010008133|CREG1|579	57.51	5.34210526315789
ENSGALG00010016087|IARS2|3003	47.42	3.9140625
ENSGALG00010004034|NEDD8|699	67.10	5.31147540983607
ENSGALG00010028890||5184	66.09	4.36978131212724
ENSGALG00010028189|GPSM1|2208	55.39	3.72666666666667
ENSGALG00010001251|ZNF277|876	41.10	4.35
ENSGALG00010008136|ELP1|4005	48.16	3.60119047619048
ENSGALG00010027001|SLC26A8|2796	43.45	3.49438202247191
ENSGALG00010016304|EIF3J|708	45.06	4.48148148148148
ENSGALG00010005885|SLITRK5|2865	56.61	4.64
ENSGALG00010019621||5460	66.14	4.5583864118896
ENSGALG00010018036|RPL4|1269	53.51	4.02352941176471
ENSGALG00010010824|PKP4|3615	49.27	3.70909090909091
ENSGALG00010001279|LPIN2|459	41.39	3.5
ENSGALG00010013388|SOWAHC|867	70.13	5.78947368421053
ENSGALG00010022425|VWA2|2268	54.19	3.58695652173913
ENSGALG00010023506|RPE65|2073	53.16	3.72592592592593
ENSGALG00010017361|METTL22|1101	42.05	3.21212121212121
ENSGALG00010012095|RNF38|1476	50.68	3.56716417910448
ENSGALG00010027218|IARS1|3501	43.73	3.5
ENSGALG00010028016|PRF1|1935	58.76	4.14184397163121
ENSGALG00010014306||1818	53.96	4.03703703703704
ENSGALG00010017841|GALC|1986	43.96	3.32894736842105
ENSGALG00010002253|GK2|1668	44.36	3.41071428571429
ENSGALG00010025982|SERPINE2|1188	40.74	3.34210526315789
ENSGALG00010028726|SLC2A8|1305	45.06	3.21311475409836
ENSGALG00010011976|TNFRSF11A|1839	52.47	3.77981651376147
ENSGALG00010015018|MAP7D3|2274	49.56	3.84259259259259
ENSGALG00010008170|PICALM|1725	44.00	3.58461538461538
ENSGALG00010021999|ANKRD22|663	42.08	3.5
ENSGALG00010005111|RASSF6|1014	40.53	3.69230769230769
ENSGALG00010017873|HSPG2|11922	66.43	4.46263345195729
ENSGALG00010013308|NMU|471	54.99	4.67857142857143
ENSGALG00010018514|EAF2|807	46.59	3.93103448275862
ENSGALG00010021834||1614	59.54	4.22033898305085
ENSGALG00010021577|ARIH1|1659	52.02	4.8
ENSGALG00010016767|SLAIN2|1716	55.24	4.6989247311828
ENSGALG00010001941|IL6|726	63.64	5.72916666666667
ENSGALG00010029200|GAS7|1221	48.57	3.76363636363636
ENSGALG00010014246|KRAS|567	37.57	3.36363636363636
ENSGALG00010022438|RPN2|1779	51.15	4.2
ENSGALG00010001888|SNX10|606	45.21	3.65217391304348
ENSGALG00010002413|TSSC1|1071	43.04	3.40625
ENSGALG00010017060|CLSTN1|2886	45.50	3.5607476635514
ENSGALG00010000171|DPF2|1470	58.50	4.60629921259843
ENSGALG00010014742|PROZ|888	47.64	3.63157894736842
ENSGALG00010024636|PANX3|1269	57.13	3.95
ENSGALG00010008267|MAML2|3180	52.96	4.53246753246753
ENSGALG00010025801|PTPN7|1020	59.80	3.89189189189189
ENSGALG00010015310|PGM2|1830	43.44	3.56923076923077
ENSGALG00010002098||1032	73.06	6.01020408163265
ENSGALG00010007322|AK6|675	52.15	4.92105263157895
ENSGALG00010024812|SBNO1|3642	42.92	3.41904761904762
ENSGALG00010001154|PTGR3|1185	54.18	4.69014084507042
ENSGALG00010020720||900	55.22	3.74576271186441
ENSGALG00010022340|GFOD2|843	60.85	4.625
ENSGALG00010012624|PDGFB|756	58.73	4.26315789473684
ENSGALG00010022250|SLC25A28|1212	64.52	4.58035714285714
ENSGALG00010012957|DERA|963	47.46	3.43478260869565
ENSGALG00010006506|ZNF827|3816	48.64	3.55151515151515
ENSGALG00010024822|RPS26|396	62.37	4.86666666666667
ENSGALG00010023172|DHX58|2079	60.89	4.56737588652482
ENSGALG00010028572|TBC1D13|1158	51.90	3.75675675675676
ENSGALG00010022219|EIF4E3|606	53.14	3.91891891891892
ENSGALG00010008121|MPZL1|675	51.11	4.57142857142857
ENSGALG00010011477|SDC2|624	46.63	3.56521739130435
ENSGALG00010023559|PJVK|1074	40.04	3.5
ENSGALG00010010222|PAH|1389	45.28	3.54166666666667
ENSGALG00010027077|ARF4|822	54.14	4.28571428571429
ENSGALG00010004226|RUNDC3B|1020	46.18	3.84615384615385
ENSGALG00010003081|DOP1A|7296	43.09	3.34166666666667
ENSGALG00010016575|CWH43|2109	43.86	3.45238095238095
ENSGALG00010022354|FAR2|1623	45.72	3.53731343283582
ENSGALG00010027267|MYO9B|6009	42.89	3.52525252525253
ENSGALG00010019998|PLEK2|1245	50.52	3.7719298245614
ENSGALG00010021782|ADAM11|2304	65.58	4.79381443298969
ENSGALG00010000800|LMO7|4176	46.36	3.86619718309859
ENSGALG00010005743|ETNPPL|1515	45.21	3.38461538461538
ENSGALG00010018261|PRNP|822	62.29	4.38961038961039
ENSGALG00010015018|MAP7D3|2448	48.45	3.82407407407407
ENSGALG00010018448|KLHDC3|1149	54.22	4.01449275362319
ENSGALG00010018413|SLC15A2|2208	44.93	3.41935483870968
ENSGALG00010011997|DENND5B|3786	51.00	3.69543147208122
ENSGALG00010010011|EPB41L4A|1986	45.52	3.64705882352941
ENSGALG00010000444|RBM19|2871	48.21	3.44604316546763
ENSGALG00010017675||1557	64.10	4.35460992907801
ENSGALG00010020630|QRICH1|2322	52.71	3.97142857142857
ENSGALG00010005830|USP12|1158	38.43	3.5
ENSGALG00010026794||5808	41.82	3.30275229357798
ENSGALG00010021862|PDK1|1149	44.47	3.83333333333333
ENSGALG00010003878|ARHGAP24|2511	49.62	3.76470588235294
ENSGALG00010001520|KCNAB1|1206	56.30	4.15189873417722
ENSGALG00010027229|MDM4|1569	46.91	3.33333333333333
ENSGALG00010010177|STRA8|669	49.03	3.55555555555556
ENSGALG00010000048|MAN2A2|3516	63.17	4.5
ENSGALG00010028531||366	68.58	5.46666666666667
ENSGALG00010024325|PCBP2|1245	55.82	4.05813953488372
ENSGALG00010003077|EIF2S3|1413	45.93	3.73770491803279
ENSGALG00010018968|GLI2|4587	56.14	4.07491856677524
ENSGALG00010012428|CCNE2|1224	45.02	3.62162162162162
ENSGALG00010022128|PLA2G3|1374	74.82	5.7448275862069
ENSGALG00010025330|USH1C|615	44.88	3.44444444444444
ENSGALG00010017738|NDUFS5|342	66.37	4.59375
ENSGALG00010023028|TMEM61|954	63.84	4.66233766233766
ENSGALG00010012904|ERMP1|837	41.46	3.39130434782609
ENSGALG00010018055|PEX5L|1728	43.98	3.43859649122807
ENSGALG00010009152|RPP25L|546	48.90	3.3125
ENSGALG00010021781|RAPGEF4|2934	43.22	3.56190476190476
ENSGALG00010023543|TMEM45BL|1080	59.91	4.21518987341772
ENSGALG00010016015|ZDHHC3|876	46.58	3.31428571428571
ENSGALG00010003518|CYP7A1|1542	43.06	3.53968253968254
ENSGALG00010027635|CD48|729	56.52	3.82352941176471
ENSGALG00010018394|KLHL28|1716	48.89	3.54794520547945
ENSGALG00010008616||438	39.73	3.28571428571429
ENSGALG00010026801|FMOD|1356	57.08	4.03191489361702
ENSGALG00010018198|BTBD3|1563	47.09	3.61038961038961
ENSGALG00010024886|ABTB2|3054	53.57	3.90340909090909
ENSGALG00010021627|NCOA6|5955	47.74	3.67330677290837
ENSGALG00010005157|IMPA1|891	41.08	3.45161290322581
ENSGALG00010027405|DCLRE1B|1623	63.83	5.21774193548387
ENSGALG00010007090|CEBPZ|3084	47.47	3.74015748031496
ENSGALG00010016043|ADAMTSL1|5286	50.34	3.52830188679245
ENSGALG00010029762|SLC47A2|2640	61.78	4.33495145631068
ENSGALG00010011460|LAMC2|3519	60.07	3.79787234042553
ENSGALG00010025907|ARHGEF12|4650	50.54	3.64976958525346
ENSGALG00010022881|CCNB1|1173	45.35	3.63414634146341
ENSGALG00010027381|KLHL40|1860	52.31	3.58490566037736
ENSGALG00010008206|CXCL13L2|417	59.71	4.15151515151515
ENSGALG00010024183|MTX2|858	48.25	3.75
ENSGALG00010024756|CDK2|819	62.88	4.74603174603175
ENSGALG00010013753|PLEKHA5|3423	42.27	3.44897959183673
ENSGALG00010022138|SPAG17|6687	43.38	3.36111111111111
ENSGALG00010022436|AFAP1L2|2580	53.88	3.65540540540541
ENSGALG00010008412|NEK1|3486	41.54	3.49557522123894
ENSGALG00010010267|CCSER2|1134	43.03	3.58333333333333
ENSGALG00010028855|SURF6|1206	50.00	4.34545454545455
ENSGALG00010011433|RNASE6|420	51.43	3.72727272727273
ENSGALG00010017364|AKT1|1443	41.93	3.575
ENSGALG00010024168|BIRC7|1338	48.88	3.33928571428571
ENSGALG00010007847|CMC2|666	52.55	4.79487179487179
ENSGALG00010011446||2544	70.99	5.59574468085106
ENSGALG00010021546|OGG1|1005	65.67	4.36274509803922
ENSGALG00010013551|UBE2N|528	44.70	3.26666666666667
ENSGALG00010015975|BTK|1956	54.19	3.91228070175439
ENSGALG00010013029|MYLK2|2475	61.17	4.1105527638191
ENSGALG00010018008|ABCF3|2079	60.51	4.05625
ENSGALG00010007344|RAD17|2082	42.32	3.80952380952381
ENSGALG00010014218|IL31RA|2532	37.44	3.32758620689655
ENSGALG00010019823|LCT|5241	46.40	3.45703125
ENSGALG00010025929|NELFE|945	64.97	4.93975903614458
ENSGALG00010002338|CD99|534	49.63	3.92592592592593
ENSGALG00010018790|PRR35|2553	59.22	4.01020408163265
ENSGALG00010011192|RPL17|528	54.36	3.78787878787879
ENSGALG00010027709|PSMA5|894	54.25	3.98305084745763
ENSGALG00010013837|IFI27L2|330	64.85	4.85294117647059
ENSGALG00010022637|DMXL2|9204	42.42	3.41780821917808
ENSGALG00010019587|CCNT2|1773	42.13	3.20408163265306
ENSGALG00010009202|FABP6|387	42.64	3
ENSGALG00010019823|LCT|5760	46.88	3.44097222222222
ENSGALG00010010252|WDR7|4467	50.03	3.71861471861472
ENSGALG00010029730|TTC19|807	50.56	3.76315789473684
ENSGALG00010027276||3240	58.06	4.12322274881517
ENSGALG00010024332|EFCAB7|1800	41.72	3.33870967741935
ENSGALG00010015942|AP3S2|378	57.67	4.68181818181818
ENSGALG00010011021|PPP1R3G|909	75.36	6.05376344086022
ENSGALG00010005597||1005	58.91	3.93670886075949
ENSGALG00010022277||309	48.87	3.26086956521739
ENSGALG00010010262|HSPA9|2028	48.62	3.94565217391304
ENSGALG00010018313|MYEF2|1734	47.52	4.11111111111111
ENSGALG00010021843||2151	54.16	3.58333333333333
ENSGALG00010022296|CIAPIN1|1002	54.49	3.77272727272727
ENSGALG00010001747|KCNH8|3090	42.59	3.42424242424242
ENSGALG00010023646|DPH5|822	45.86	3.67647058823529
ENSGALG00010021401|PDAP1|558	44.98	3.45833333333333
ENSGALG00010026899|HOOK1|2043	40.68	3.36
ENSGALG00010007876|PKD1L2|7266	45.71	3.56756756756757
ENSGALG00010024918|ATG4B|1026	50.00	3.53703703703704
ENSGALG00010025465||1665	49.79	3.46153846153846
ENSGALG00010023064|ATG13|1551	48.16	3.64748201438849
ENSGALG00010023200|VPS26A|858	37.53	3.2
ENSGALG00010003193|ACOT9|1221	43.41	3.5
ENSGALG00010004130|RIPPLY2|396	61.87	6.625
ENSGALG00010021400|B4GALT2|1035	58.84	4.37333333333333
